Unnamed: 0,Greek Entry,Entry,Definition
1351,ἄλη (ale),אַמְבּוּלַנְס,"ambulance.  [Fren. from earlier hôpital ambulant (lit.: ‘a walking hospital’), from L. ambulāns, pres. part. of ambulāre (= to go about, walk), which prob. stands for *amb-alāre, from amb- (= both), and *al- (= to go), whence also Gk. ale (= ceaseless roaming), alasthai, alainein (= to wander about), L. alūcinārī (= to wander in mind). See ‘hallucinate’ in my CEDEL.) | "
9332,ἇλιξ (alix),חִילָק,"name of a fish, usually identified with the alec.  [Prob. from L. halēc, alēc, which is prob. a loan word from Gk. alix (= fish pickle).] | "
203,ἀλλάγιον (allagion),אַגְ׳יוֹ,"agio.  [It. aggio, agio, from lajjë, from Gk. allagion (= exchange), from allage (= change), which derives from the stem of allassein (= to change), from allos (= other). See ‘else’ in my CEDEL. The l in lajjë was mistaken for the It. definitive article and was accordingly dropped.] | "
1891,ἀλλάξ,אֲלַכְסֹון," (= לוכסן, λοξός; cmp. howev.  ἀλλάξ) 1) (adv.) athwart, crosswise.  Tosef. Kel. B. Mets. VIII, 5 two feet &c. of a bed cut off א' crosswise; (Kel. XVIII, 5 לוכסן).—2) אֲלַכְסֹון, ch. form אֲלַכְסֹונָא m.diagonal line, diameter.  B. Bath. 101b; Succ. 8a כל אמתא … באלכסונָהּ a figure of one square cubit has a diagonal line of 12/5 cubits (approximately). Men. 35a; Meg. 24b must be square בתפרן ובאֲלַכְסֹונָן both as to their seams (not warped) and as to the measure of their diagonal lines. Erub. 59a מידת העיר ואלכסונָהּ Ms. K. (ed. בא', v. Rashi a. l.) the measure of the circumference of the town plus its diameter. B. Bath. 99a ודילמא בא' הוו קיימי perhaps the Cherubim in the Sanctuary were placed across the room; a. fr. | "
1149,ἀλληγορία (allegoria),אַלֶּגוֹרְיָה,"allegory.  [Gk. allegoria (= figurative language), lit.: ‘a speaking about (seemingly) something else’. Compounded of allos (= other) and agoreyein (= to speak in the assembly), from agora (= assembly).] | "
1817,ἄλλος,"אַלֹּון, ", (ἄλλος acc. ) another. Gen. R. s. 81 in Greek allon means אַחֵר; Pesik. Zakh. p. 24a א' תרי (read אַחֵר) another (one more). | 
1336,ἄλλος (allos),אַלֶּרְגְּיָה,"allergy.  [Modern L. allergia, coined about 1905 by Clemens von Pirquet, an Austrian pediatrist, from Gk. allos (= another), and ergon (= work). See אַלֶּגוֹרֽיָה and אֶרְג and cp. אֶנֶרְגְּיָה.] | "
1283,ἀλμενιχιακά (almenichiaka),אַלְמָנָךְ,"almanac.  [Med. L. almanachus, from Gk. almenichiaka (= calendars), which is prob. of Coptic origin; prob. influenced in form by a confusion with Arab. al-manāḥ (= the gift). Sp.-Arab. al-manāḥ (= the almanac) is itself a loan word from Med. L. almanachus.] | "
7859,ἅλμη,הִילְמִי," (corr. הַלְמִי) f. (ἅλμη) brine for pickling.  Sabb. XIV, 2. Ib. 108b. Y. ib. XIV, 14c top הי' צריכה אומן the preparation of halmé requires a trained person. Erub. 14b בהלמי Ar. (ed. בהי') in the law concerning halmé (Sabb. l. c.)—Pl. הִילְמִין or הַלְמִין. Y. Ter. X, 47a bot. מהלימין היו, read: מהילמין היה it (the taste) came from the brine. | "
6402,ἅλμη (halme),הִלְמִי,"brine (for pickling).  [Gk. halme (= brine), from hals (= salt), which stands for IE * sal–, whence also L. sāl, gen. sǎlis (= salt). See ‘salt’ in my CEDEL and cp. the first element in הֲלוֹגֶן.] | "
1794,ἀλόη,אַלְוָא," (ἀλόη, prob. of Semit.  orig.) the impissated juice of aloes, used as a purgative. Git. 69b Ar. (ed. אילווא). | "
361,ἀλόη (aloe),אָהָל,"1 aloe. [Of uncertain origin. Perhaps borrowed from agaruh, aguruh (= aloewood), which are prob. of Dravidian origin. Gk. aloe (= aloe), is prob. a Heb. loan word. See ‘aloe’ in my CEDEL.]2an alkalic plant used as a soap. [Of uncertain origin. Perhaps borrowed from agaruh, aguruh (= aloewood), which are prob. of Dravidian origin. Gk. aloe (= aloe), is prob. a Heb. loan word. See ‘aloe’ in my CEDEL.]3mesembryanthemum (botany).  [Of uncertain origin. Perhaps borrowed from agaruh, aguruh (= aloewood), which are prob. of Dravidian origin. Gk. aloe (= aloe), is prob. a Heb. loan word. See ‘aloe’ in my CEDEL.] | "
1177,ἀλόη (aloe),אַלְוַי,"aloe (plant).  [L. aloē, from Gk. aloe, prob. borrowed from Heb. אַֽהָלִים, אֲהָלוֹת, which are perhaps borrowed from Old I. agaruḥ, aguruḥ (= aloewood).] | "
16501,ἅλς,מַלָּח," cmp. meaning of ἅλς a. מֶלַח)mariner, sailor.  Koh. R. to IX, 8. | "
6349,ἅλς (hals),הֲלוֹגֶן,"halogen.  [Lit.: ‘salt-producer’). [Coined by the Swedish chemist Baron Jöns Jakob Berzelius (1779–1848) from Gk. hals (= salt), and the stem of gennai (= to produce). See הִלְמִי and גֶּן.] | "
1936,ἄλφα,"אלפ""א","1) ch. Alfa = Alef.  Cant. R. beg. the poet כד עביד א' בית""א when writing alphabetical acrostics. Lam. R. introd. (R. Ḥama b. Ḥ.) מן תלתא תלתא פסוקי בא' בית""א belonging to the alphab. acrostics (in Lamentations) of three verses for each letter.; a. fr.—2) (ἄλφα) Alpha, the first letter of the Greek Alphabet.  Shek. III, 2. Men. VIII, 1 א' לסולת best quality of flour. Ib. 6. | "
0,Ἄλφα (Alpha),א," The first letter of the Hebrew alphabet. The name of the letter is ‘Aleph’, and so called in allusion to its ancient Heb. form, representing the head of an ox (see אֶלֶף II, אַלּוּף VI, and cp. Akka. alpu, Arab. alif, Phoen. אלף, whence Gk. Alpha). In PBH it has the numerical value of one. א alternates with other gutterals, as with ה (see e.g. אָמוֹן, Jer. 52:15, instead of הָמוֹן), and with ע (see e.g. מְתָאֵב, Amos 6:5, instead of מֽתָעֵב). It also alternates with י (see e.g. צְבָאִים and צֽבָיִים, pl. of צְבִי). For the interchangeability of א and ה see also in the conjugational system Heb. הִפֽעִיל and Aram. אַפְעֵל, Heb. הִתֽפַּעֵל and Aram. אִתְפַּעֵל. א is used to form secondary verbs and nouns (see e.g. אבטח, אבחן, אַבְטָחָה, אַבֽחָנָה). In Aram. it also serves as the definite article (see □ָא I) and as the most common subst. and adj. suff. (see □ָא II).  | "
1301,ἄλφα (alpha),אַלְפָא," alpha.  [Aram., from Gk. alpha, from Heb. אָלֶף (cp. Syr. אַלֽפָא). The final a was added because a Greek word cannot end with a ph. cp. ‘alpha’ in my CEDEL.] | "
1509,ἄλφα (alpha),אַנְאַלְפָבֵּית,"analphabetic.  [Formed from privative pref. an- and alphabet, from L. alphabētum, compounded of Gk. alpha and beta (names of the first two letters of the Gk. alphabet).]  | "
1939,ἀλφαβητάριον,אַלְפַבֵּטָרִין," (ἀλφαβητάριον) alphabetic acrostics, songs.  Ruth R. to III, 13 (ed. אלפנטרין, אלפבתרין, corr. acc.). | "
1509,ἀλφαβήτου (alphabet),אַנְאַלְפָבֵּית,"analphabetic.  [Formed from privative pref. an- and alphabet, from L. alphabētum, compounded of Gk. alpha and beta (names of the first two letters of the Gk. alphabet).]  | "
10058,ἀλφαῖος,"חִילְפַי,  (חִלְפַי) חִילְפַיי","Ḥilfay (Graecised Ἀλφαῖος, P. Sm. 1292),  1)  an Amora (in Babli אִילְפָא, אִילְפַי). Y. Maasr. II, 49d bot. Y. Keth. VI, end, 31a; a. e.—2)  Ḥ., grandson of R. Abbahu. Y. Bicc. II, 64d top. | "
6343,ἅλως (halos),הִלָּה,"1brightness, radiance. [From הלל II; in sense 2 הִלָּה was influenced by Fren. halō (whence also Eng. halo), from L. halō, from Gk. halos (= threshing floor; disk of the sun or the moon).]2halo surrounding the sun or the moon.  [From הלל II; in sense 2 הִלָּה was influenced by Fren. halō (whence also Eng. halo), from L. halō, from Gk. halos (= threshing floor; disk of the sun or the moon).] | "
2544,ἅμαξα,"אִסְקְפַסְטִי,  סְקִיפַּסְטִי"," (σκεπαστή, sub. ἅμαξα, σκεπαστόν = καμάρα; v. Poll. ; v. Poll. X, 52, Sachs Beitr. I, 171)tilted wagon, litter with canopy.  Midr. Till. to Ps. 3 אוסקופי, אסקפי (corr. acc.; read מהלכת). Pesik. Baḥod. p. 103a סקיפס' Ar. (ed. סקופוטי, corr. acc.). Koh. R. beg. איסקרפסטי (corr. acc.).—Pl. אִסְקְפַסְטִיאוֹת, סְקִיפַּסְטִיּוֹת &c. Ruth R. to I, 19; Lam. R. to I, 3 אסקפטיות ed. (Ar. סקיפטיות, corr. acc.). Num. R. s. 12 כמנסקי פסקאות, read כמין סקיפסט'; Yalk. Num. 713 (corr. acc.). [Lev. R. s. 14 בתוך מעיה כמין סקיפסטי Ar., ed. only בתוך מעיה, v. Midr. Till. to Ps. CIII, s. v. אִסְקוּפָה.] | "
1975,ἀμβάτης,*אַמְבָּטֵיס," (ἀναβάτης, contr. ἀμβάτης) prop. rider, traveller on horseback &c.; hence (sub. חמור) an ass used for marching through the desert alongside of (and sometimes tied to) the camel.  Y. Sabb. V, 7b top מהו א' what is an ambates? חמר סלק the ass of the traveller (from Egypt to Asia). Y. Kel. VIII, 31c אבהנוס, אבחטס (corr. acc.). V. לִיבְדְּקֹוס. | "
2088,ἄμβικος,"אַנְבַּג,  אַנְבְּגָא,  אַנְפַּק,  אַנְפְּקָא"," (v. נַבְגָּא; whence ἄμβικος, ἄμβιξ, ambiga) a small cup; a measure containing one fourth of a Log.  B. Bath. 58b on the gates of … it is written, אנבג אנפק וכ' (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures). Kid. 70a לישתי מר אנבגא will you take a cup (of wine &c.)? [Popular pronunciation: anpak.] Sabb. 109b אנפקא; a. e. | "
2088,ἄμβιξ,"אַנְבַּג,  אַנְבְּגָא,  אַנְפַּק,  אַנְפְּקָא"," (v. נַבְגָּא; whence ἄμβικος, ἄμβιξ, ambiga) a small cup; a measure containing one fourth of a Log.  B. Bath. 58b on the gates of … it is written, אנבג אנפק וכ' (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures). Kid. 70a לישתי מר אנבגא will you take a cup (of wine &c.)? [Popular pronunciation: anpak.] Sabb. 109b אנפקא; a. e. | "
99,ἄμβιξ (ambix),אַבִּיק,"alembic, retort.  [Prob. from Gk. ambix (= cup, cup of a still, alembic). Whence also Arab. al-anbiq. Of uncertain origin. See ‘alembic’ in my CEDEL.] | "
7878,ἀμεθύστιον,"הימיסיון,  הימסיון,  הימוס'",", read: הֲמִיתִיסְטְיוֹן or אֲמִיתִיסְטְיוֹן m. (ἀμεθύστιον, dim.  of ἀμέθυστος) amethyst, a jewel in the Highpriests’ breast-plate. Ex. R. s. 38, end (v. LXX Ex. XXVIII, 19). | "
7878,ἀμέθυστος,"הימיסיון,  הימסיון,  הימוס'",", read: הֲמִיתִיסְטְיוֹן or אֲמִיתִיסְטְיוֹן m. (ἀμεθύστιον, dim.  of ἀμέθυστος) amethyst, a jewel in the Highpriests’ breast-plate. Ex. R. s. 38, end (v. LXX Ex. XXVIII, 19). | "
1384,ᾰ̓μέλγειν (amelgein),אֶמוּלְסְיָה,"emulsion.  [Modern L. ēmulsiō, from L. ēmulsus, p. part. ēmulgēre (= to milk out, drain out), from ē (= out of), and mulgēre (= to milk; which derives from IE base *melĝ- (= to press out, wipe of milk), whence also Gk. amelgein (= to milk), etc. For the ending see suff. □יָה.] | "
2022,ἀμίαντον,"אַמְיַינְטֹון,  אַמְיַנְטֹון"," (ἀμίαντος, ἀμίαντον) amiant, a variety of asbestos from which the reputed asbestos linen was spun, which was cleansed by being thrown into the fire.  Cant. R. to IV, 11; Pesik. B’shall. p. 92a. [Deut. R. s. 7, end אסיטון; Midr. Till. to Ps. XXIII, 2 הסיטון; Yalk. Deut. 850 אמיטון; corr. acc.]—Deriv. המיינטון, read הַמְּיַינְטֵן he who cleanses the amiant. Y. Sabb. VII, 10c top. | "
2022,ἀμίαντος,"אַמְיַינְטֹון,  אַמְיַנְטֹון"," (ἀμίαντος, ἀμίαντον) amiant, a variety of asbestos from which the reputed asbestos linen was spun, which was cleansed by being thrown into the fire.  Cant. R. to IV, 11; Pesik. B’shall. p. 92a. [Deut. R. s. 7, end אסיטון; Midr. Till. to Ps. XXIII, 2 הסיטון; Yalk. Deut. 850 אמיטון; corr. acc.]—Deriv. המיינטון, read הַמְּיַינְטֵן he who cleanses the amiant. Y. Sabb. VII, 10c top. | "
1413,ἀμίαντοσ (amiantos),אַמְיַנְטוֹן,"name of a kind of asbestos.  [Gk. amiantos (lithos), lit.: ‘undefiled (stone)’, from privative pref. a- and miatos (= stained, defiled), verbal adj. of mianein (= to stain, defile), which derives from IE base *mei-, *mai- (= to stain, defile). See ‘miasma’ in my CEDEL.] | "
22090,ἀμίς,עֲמִידָא עֲמִידָה," (עָמַד Hif.) [concrete,] urine-soaked dung.  Gen. R. s. 39, end, v. דָּהוֹן; Yalk. Josh. 17 עמירה (corr. acc.); Y. Sabb. IX, 11d; Y. Ab. Zar. III, 43a bot. (corr. acc. to Yalk. l. c.).—[Ἀμίς, ίδα, which is referred to by Mus. in Ar. corresponds neither in form nor in meaning to our word.] | "
1966,ἀμμαούς,"אִמָּאוּס,  אִימָּאוּס"," (Ἐμμαούς, Ἀμμαούς, hellenized form of חמה, חמתה) Emmaus, Ammaus, a town in the plain of Judæa (or Philistæa), renowned, in Talmudic days, for its warm springs and luxurious life.  Koh. R. to VII, 7, a. e. [Ib. 11 אימוניס prob. אימאוס.] Cmp. דימסית. [Other forms: עמאוס, עמיס, אמאום, עמאים. For other places by that name, v. Neub. Géogr. p. 100.] | "
1420,ἄμμι (ammi),אַמִּיתָה,"Ammi (botany).  [Aram. אַמִּיתָא — whence Gk. ammi, whence L. ammi — a secondary form of חַמִּיתָא.] | "
1387,Ἄμμων (Ammon),אָמוֹן," ‘Amon’ — name of the ancient Egyptian sun god, orig. the local god of Thebes.  [Egypt. Amūn, whence also Akka. Amūnu, Gk. Ammon (identified by the Greeks with Zeus). cp. אַמּוֹנִיט.] | "
1393,ἀμμωνιακόν (ammoniakon),אַמּוֹנְיָק,"ammoniac.  [L. ammōniacum, from Gk. ammoniakon (= a resinous gum), prob. from orig. Armeniakon (= Armenian), through the intermediate form armoniakon, occurring in the works of ancient authors beside ammoniakon; so called because first found in Armenia.] | "
1449,ἀμνησία (amnesia),אַמְנֶסְיָה,"amnesia (psychiatry).  [Medical L. amnēsia, from Gk. amnesia (= forgetfulness), from privative pref. a- and mnesios (= pertaining to memory), which is related to mnaomai (= I remember). See אַמְנֶסֽטְיָה.] | "
1448,ἀμνηστία (amnestia),אַמְנֶסְטְיָה,"amnesty.  [L. amnēstia, Gk. amnestia (= forgetfulness), from privative pref. a- and mnestis (= remembrance), which is related to mnaomai (= I remember), from IE base *men- (= to think, remember). See privative pref. ‘a-’ and ‘mind’ in my CEDEL, and cp. אַמְנֶסֽיָה.] | "
1349,ἀμοιβή (amoibe),אֲמֶבָּה,"amoeba.  [Gk. amoibe (= change), related to ameibein (= to change), from copulative, pref. a- and IE base *meigw-, *migw- (= to change), whenœ also L. migrāre (= to wander). Copulative pref. a- stands for IE *sm-, a weak gradational form of IE base *sem- (= one, together). See ‘same’ and ‘migrate’ in my CEDEL.] | "
9453,ἀμοιβή (amoibe),חִלּוּפִית,"amoeba.  [Formed from חלף I (= to change), a loan translation of Gk. amoibe (change). See ‘amoeba’ in my CEDEL.] | "
