Dictionary ID,Greek Entry,Entry,Definition
Klein 487,ὠνή (one),"אוֹן,  אוֹנָה,  אוֹנִי","deed of purchase. PBH [Gk. one (= buying, purchasing; deed of purchase), which is cogn. with Old I. vasnáh (= purchase money), vasnám (= reward), L. vēnum or vēnus (= sale), vēnālis (= that which can be bought). See ‘venal’ in my CEDEL. cp. the second element in אַפֽסַנְיָה.]"
Jastrow 2300,ἐνεχυρασία,*(אונ') אֶנְקְלַסְיָא,"(a corruption of ἐνεχυρασία) taking property in pledge, writ of seizure = אַדְרַכְתָּא.  Tosef. B. Mets. I, 7 אונקליטיא וכ' ed. Zuck. (Var. אונקילוסיא, corr. acc.) when a writ of seizure is found, if the debtor admits its correctness, it must be returned to the creditor; if not, it must be returned to neither. Ib. B. Bath. XI, 5 אנקלסיא וכ' (אינ', אונ') a writ of seizure may be written out without notifying the creditor, but not without notifying the debtor and giving him time to protest; v. B. Kam. 112b)."
Klein 491,εὐαγγέλιον (euaggelion),אֶוַנְגֶּלְיוֹן,"Evangel, Gospel. FW [Gk. euaggelion (= reward of good tidings; gospel), from euaggelos (= bringing good news), from eu (= well), and aggelos (= messenger). See ‘eu-’ and ‘angel’ in my CEDEL and cp. אַנֽגַּרְיָה.]"
Jastrow 732,ὄνος,אוֹנוֹס,", א' קִטְמִין (v. אָנְקִטְמִין; ὄνος) the pulley of the crippled.  Y. Sabb. VI, 8c. (Var. הוניס.)."
Jastrow 733,ὄντως,אוֹנְטוֹס,"(ὄντως) really! verily! Lev. R. s. 33, explain.  הצדא (Dan. III, 14); (Ar. אנטוס, some ed. אונטיס, corr. acc.); Num. R. s. 15 אנטוס (Tanḥ. Noah 11 האמת)."
Jastrow 736,ὠνή,"אוֹנִי, ","(אוֹנוּ) אוֹנִית f. = אוֹנָה, cmp. אוֹנִיתָא.  [The phonetic coïncidence with ὠνή produced the peculiar use of our w. in connection with Greek terms, in the Palest. literature.] Gen. R. s. 2 beg. בא' אחת ובטימי וכ' in one bill of sale and for the same price. Y. Pes. IV, 31b bot. מיסתיוסיס בא' היא וכ' (read מיסתוס') it is a lease with a title of possession (for the term), and is (for the time being) an acquisition like a purchase. Y. Kid. I, 60c (אוני a. אונו); a. e.—Pl. אוֹנִיוֹת. Gen. R. s. 84, end כמה א' וכ' how many deeds were written for him (how many times was he sold)?, cmp. אוֹן. [Midr. Till. to Ps. CIV, 24; Pesik. Rosh. Hash. p. 151a, v. אוֹנָיָה.]"
Jastrow 747,κόγχη,*אוּנְכִין,"read קוּנְכִין m. pl. (κόγχη, concha) purple shells.  Targ. Y. Num. XXXIII, 8; cmp. קוּנְכִי."
Jastrow 2297,ἔκκλητος,(אונק') אֶנְקְלִיטוֹן,"(ἡ ἔκκλητος, v. Sm. Ant. s. v. Appellatio) appeal from the decision of a court.  Gen. R. s. 49 תולין לו א' one is permitted to hang up against him i.e. to announce, an appeal—from the dux &c. Deut. R. s. 9 ליתן לפניו אנקליטין (read ליתלות a. טון …); Koh. R. to VIII, 8 שיתלה א' to appeal from his decision. Tanḥ. Thazr. 7 שלא ירננו עליו אונק' וכ' (ed. Bub. 9 יתנו, read יתלו). V. next w."
Jastrow 763,ὄγκος,אוֹנְקוֹס,"(ὄγκος)  1)bulk, pile; (in philosophy) a primitive body.  Tanḥ. T’rum. 11 א' של מים the body of water; א' של אש (some ed. אונקנוס). 2)trouble, difficulty, painstaking.  Gen. R. s. 12 (ref. to Neh. IX, 6 sq.) כל הא' הזה וכ' (ed. אונקים, corr. acc.) what is all this painstaking (creating the universe &c.) for? Ans. Because ‘thou art the Lord who hast chosen Abraham’ i.e. for the sake of establishing religion on earth; cmp. Midr. Till. to Ps. CIV, 18."
Jastrow 765,οὐγκία,אוּנְקְיָא,"(uncia, οὐγκία)  1)ounce, one twelfth of a litra.  Gen. R. s. 17 א' של כסף an ounce of silver. Lam. R. to I, 1 נסבון מן אונקא (העיר) (corr. acc.) they bought ounce-wise (pepper).—2) trnsf. a trifle, particle.  Y. Taan. IV, 68c top there is not a generation in which there is not (to be atoned for through suffering) אונקי אחת וכ' (read אונקיא אחת) a particle of the sin of the calf-worship. Ex. R. s. 43, beg. אוקיא (corr. acc.). Gen. R. s. 29; Yalk. Gen. 47; Job. 908 (play on אי נקי Job. XXII, 30) א' אחת היתה וכ' only an ounce (of merit) did Noah possess; v. אינוניתא.—Pl. אוּנְקִיּוֹת. Gen. R. s. 79, end (play on the letters of ק̇ש̇י̇ט̇ה̇ Gen. XXXIII, 19) במאה אונקֹיות … ס̇לעים … ט̇לאים for one hundred (ק̇) ounces (of gold) &c. V. אוּקְיָא."
Klein 511,οὐγκιά (ounkia),"אוּנְקְיָא,  אוּנְקְיָה","ounce. [Gk. ounkia, from L. uncia (= the sixteenth part of a pound, an ounce), from oinicia, oincia (lit.: ‘unity’), and related to L. ūnus (= one). See ‘uncia’ in my CEDEL. cp. אוֹקֽיָה, אִינְץ׳.]"
Klein 512,ἀγκύλη (ankyle),"אוּנְקָל,  אוּנְקְלִי","hook. PBH [A loan word from Gk. ankyle (= bend of the arm, hook), which is related to ankylos (= crooked, curved), ankol (= elbow), and cogn. with L. ancus (= crooked, curved), angulus (= angle, corner). See ‘angle’ (corner), and ‘angle’ (fishhook) in my CEDEL.]"
Jastrow 775,ἀγκολη [sic],"אוּנְקְלַי, ","אָנְקְלַי f. (אנק, with ל format. ; = אוּנְקַי; corresp. to b. h. לוּלַי; Greek adapt. ἀγκολη [sic], LXX Ex. XXVI, 10; cmp. אוֹנִי as to contact of the two languages) prop. little (camel’s) neck, hence 1)hook, rack.  Kel. XII, 2 א' של כתפין Ar. (ed. אונקליות, אונקלין with adject. in the sing., corr. acc.) the carriers’ hook attached to their yoke, pole &c. Ib. א' של דרגש the hook of the bedstead (used for fastening the girths to the posts); של נקליטין the rack of the bed-curtain, v. נַקְלִיטִין. Ib. 3 א' שבכותלים hook attached to walls.—T’bul Yom IV, 6 ואנ' שלהם קיימת and the hook (attached to the now broken yoke) remained unimpaired; a. fr.—Pl. אוּנְקְלָאוֹת, אָנְקְ', (אונקלין) אוּנְקְלִיּוֹת. Tam. III, 5; Mid. III, 5; a. fr.—Kel. l. c.; Tosef. ib. B. Mets. II, 4; v. אוּנְקַי.—2) [cmp. ἀγκαλίς in S.] the load carried on the hook, the farmer’s load of sheaves or bunches; cmp. בלונקי.  Tosef. Maas. Sh. IV, 10. כל הא' the whole load. [Ib. 11 אונקולין, אונקלי, read with ed. Zuck. אינפולי].—3) Trnsf. (medic.) bent cartilage, esp. the cartilage (cart. ensiformis) at the end of the sternum which, being bent inside, presses on the stomach and creates nausea &c. Ab. Zar. 29a מעלין א' וכ' you are permitted to lift the cartilage on the Sabbath (by means of a bandage &c.).  Ib. מאי א' וכ' what unklay is meant? Ans. the cartilage in front of the heart; v. אִיסְתּוֹמְכָא. | **Editor's Note: 'ἀγκολη' (which should probably have an acute accent on the penult) is unattested and probably should be ἀγκύλη or ἀγκάλη. It is possible, however, that Jastrow intended the word to be 'ἀγκολη' and had a practice of not putting accents on unattested/hypothetical words, 'ἀγκολη' being unattested/hypothetical)."
Jastrow 787,οὐσία,(אוסי) אוּסִיָּא,"(οὐσία) substance, (landed) property, farm, estate.  Gen. R. s. 49 אוסי (corr. acc.).—Num. R. s. 23 שפחות מן א' וכ' maid-servants from another estate. Y. Taan. IV, 69a; Lam. R. to II, 2 אי' (corr. acc.). Lev. R. s. 34.—Pl. אוּסִיּוֹת. Ex. R. s. 20. Ch. pl. אוּסְיָאן, אוּסְיָיאן. Lev. R. s. 3, beg. he likes to be called מרי אס' (corr. acc.) lord of many estates; Koh. R. to IV, 6 אוסייאס (corr. acc.)."
Klein 525,ὀπτός (optos),אוֹפְּטִי,"optic, optical. NH [Formed with adj. suff. □ִי from Gk. optos (= seen; visible), verbal adj. of opsomay (= I shall see), whence also ops, gen. opos (= eye, face), opsis (= sight). See ‘optic’ in my CEDEL.]"
Klein 531,τὰ ὀπτικά (ta optika),אוֹפְּטִיקָה,"optics. FW [Ultimately from Gk. ta optika (= optics), neuter pl. of optikos (= pertaining to the eyes or sight), from optos (= seen, visible). See אוֹפּֽטִי.]"
Jastrow 801,ὄπιον,*אוֹפְיוֹן,"(ὄπιον) poppy-juice, opium.  Y. Ab. Zar. II, 40d top אהן א' סכנה an opium drink (prepared by a gentile) is dangerous."
Jastrow 806,ὑπομνήματα,"*אופימטטאטא,  אופימשט'",", read אוּפֹּומְנֵימָאטָא m. pl. (ὑπομνήματα) public records, acts.  Ex. R. s. 28 a king wanted לעשות א' חוץ וכ' to pass acts without consulting the lieutenant-governor (hyparch)."
Jastrow 807,ὀφφικιάλιος,אוֹפִיקְיָלִין,"(officialis, ὀφφικιάλιος) subordinate officials, constables.  Y’lamd. Balak (quot. in Ar. s. v. בלש) או' ed. Koh. Ib. שלח אפיקלין (corr. acc.) he sent constables (for her son)."
Klein 553,ὀκτάεδρον (oktaedron),אוֹקְטָאֶדֶר,"octahedron (geometry). FW [Gk. oktaedron, neuter of the adjective oktaedros (= eight-sided), compounded of okta- (= eight) and edra (= seat; base, side, face). See ‘octa-’ and ‘hedron’ in my CEDEL.]"
Jastrow 835,Ὠκέανος,"אוֹקְיָינוֹס,  אוֹקְיָנוֹס,  אוֹקְיָאנוֹס","(Ὠκέανος) Ocean, mostly Mediterranean Sea.  Targ. Y. Gen. I, 7; a. e.—Y. Ḥall. IV, 60a bot.; a. fr.—Tanḥ. Ḥaye 3, and so is א' ים המת the Okeanos called the Sea of (covering) the dead. [Var. אונק', אנק'.]"
Klein 558,ὠκεανός (okeanos),אוֹקְיָנוֹס,"ocean. PBH [Gk. okeanos (= the great river encompassing the whole earth), hence ‘the great Outward Sea’ (opposed to the Inward or Mediterranean), the Ocean, which is of uncertain etymology.]"
Klein 569,ὄργια (orgia),אוֹרְגְּיָה,"orgy. FW [Gk. orgia (= secret rites, orgies), related to organon (= instrument). See אוֹרֽגָּן and אוֹרְגָּנִי.]"
Klein 571,ὄργανον (organon),אוֹרְגָּנִי,"organic. FW [Formed with adj. suff. □ִי from Gk. organon (= instrument, implement, tool, engine; a musical instrument which derives from IE base *werĝ- (= work, to work), whence also Gk. ergon (= work). See ‘ergon’ in my CEDEL and cp. אֶרֽגְּ in this dictionary. cp. also ארגן.]"
Jastrow 866,ῥοσᾶτον,*אורוסטי,", a corrupt., prob. רֹוסָאטוֹן, m. (ῥοσᾶτον, rosatum) vin-aux-roses, rose-wine.  Y. Shebi. VII, beg. 37b א' שרי (Mas. איריוסטו) rose-wine is permitted in the Sabbath year."
Jastrow 880,ὡρεῖον,"אוֹרְיָא אוּרְיָא, ","(horreum, pl. horrea, ὡρεῖον, ὥριον; v. Sm. Ant. s. v.) store-house, store (of all kinds).  Tanḥ. B’resh. 7 וכל א' שלי בתוכה all my stores are in that ship.—Pl. אוּרְיָאַיָּא (ch. form). Targ. I Chr. XXI, 13.—אוּרְיָיאֹות (h. form). Targ. II Chr. XXXII, 28 (h. text מסכנות). V. אֹורְיָיר, אֲהֹורְיָיר."
Jastrow 880,ὥριον,"אוֹרְיָא אוּרְיָא, ","(horreum, pl. horrea, ὡρεῖον, ὥριον; v. Sm. Ant. s. v.) store-house, store (of all kinds).  Tanḥ. B’resh. 7 וכל א' שלי בתוכה all my stores are in that ship.—Pl. אוּרְיָאַיָּא (ch. form). Targ. I Chr. XXI, 13.—אוּרְיָיאֹות (h. form). Targ. II Chr. XXXII, 28 (h. text מסכנות). V. אֹורְיָיר, אֲהֹורְיָיר."
Klein 592,Ὠρίων (Orion),אוֹרְיוֹן,"Orion. FW [Gk. Orion, of uncertain origin.]"
Jastrow 892,ὡρειάριος,אוֹרְיָיר,"(horrearius, ὡρειάριος, v. אֹורְיָא, אֲהֹורְיָיר)store-keeper, used in the sense of אֹולְיָיר.  Y. B. Bath. IV, beg. 14c מקום הא' (Tosef. ibid. III, 3 בית האוליירין) the clothes-keeper’s room.—Pl. אֹורְיָירִין. Y. l. c. אורורין, אורוו' (corr. acc.) Toh. VIII, 7 אודיארין (corr. acc.; Tosef. ib. VII, 8 אוליארין)."
Jastrow 904,ὡρολόγιον,"אוֹרְלוֹגִין,  אוֹרוֹלוֹגִין","(ὡρολόγιον) horologe, time-piece.  Y. R. Hash. I, 57b top. Pesik. R. s. 15; a. e."
Klein 607,ὡρολόγιον (orologion),"אוֹרְלוֹגִין,  אוֹרוֹלוֹגִין","clock, horologe, timepiece. PBH [Gk. orologion (lit.: ‘that which tells the hour’), from ora (= hour), and logos (= telling, saying). Gk. ora is cogn. with Avestic jare (= year), L. hōrnus, for *hōyōrinos (= of this year). See ‘year’ in my CEDEL. Gk. logos derives from the stem of legein (= to pick up, choose; to speak, declare); see לוֹגוֹס.]"
Jastrow 907,ῥάμνος,"*אַוְרַנֹּוס,  אַבְרַנֹּוס","אַוְרַנְסֵי, אַבְרַ' (ῥάμνος, rhamnus) a kind of prickly shrubs, used for medical purposes and carried in lengthy bundles (v. D. C. Gr. s. v., a. Sm. Ant. s. v.).  Sabb. 91b או' ed. (Ms. M. אב'; Ar. ארנסי). [As to ור, בר for aspirate r, v. Lidd. a. Scott, Gr. Lex, 7th ed. s. lit. P.]"
Klein 611,ὀρνιθολόγος (ornithologos),אוֹרְנִיתוֹלוֹג,"ornithologist. FW [Gk. ornithologos (= one who speaks of birds), compounded of ornis, gen. ornithos (= bird), and - logos (see לוֹגוֹס).]"
Klein 619,ὀρθογραφία (orthographia),אוֹרְתּוֹגְרַפְיָה,"orthography. FW [Gk. orthographia (= correct writing), compounded of orthos (= right, correct), and - graphia (see גְרַפְיָה).]"
Klein 620,ὀρθόδοξος (orthodoxos),"אוֹרְתּוֹדוֹקְס,  אוֹרְתּוֹדוֹכְּס","orthodox. FW [Gk. orthodoxos (= having the right opinion), from orthos (= right) and doxa (= opinion), which stands for doksa and is related to dokein (= to seem good, to seem, think, believe). See ‘decent’ in my CEDEL and cp. דוֹצֶנְט.]"
Klein 622,ὀρθοδοξία (orthodoxia),אוֹרְתּוֹדוֹקְסְיָה,"orthodoxy. FW [Gk. orthodoxia (= right opinion), from orthodoxos (see אוֹרְתּוֹדוֹקְס).]"
Klein 625,ὀρθός (orthos),אוֹרְתּוֹפֶּדְיָה,"orthopedics. FW [Formed from Gk. orthos (= straight, right) and pais, gen. paidos (= child), which derives from IE base pěu- (= small, little, few). See ‘few’ in my CEDEL and cp. ‘pedo-’ ibid.]"
Klein 641,ἄσβεστος (asbestos),אַזְבֶּסְט,"asbestos. FW [Gk. asbestos (lit.: ‘unquenchable, inextinguishable’), from pref. a-, and sbestos, verbal adj. of sbennunai (= to quench, extinguish), which derives from IE base *gwes- (= to quench, extinguish).]"
Klein 651,ἐσωτερικός (esoterikos),אֶזוֹטֶרִי,"esoteric. FW [Gk. esoterikos (lit.: ‘pertaining to those within’), from esotero (= more within), comparative of eso (= within), which is related to eś, eis (= into), and to en (= in). For the ending see suff. □ִי.]"
Klein 668,σμάραγδος (smaragdos),אִזְמָדַגְדְּ,emerald. PBH [Formed with prosthetic א from Gk. smaragdos which itself is of Sem. origin. See בָּרֶקֶת.]
Klein 667,σμίλη (smile),אִזְמֵל,"cutting tool, knife. PBH [Formed from prosthetic א□ from Gk. smile (= cutting tool, chisel, knife — whence also Syr. זְמֶלְיָא, זְמַלְיָא — which derives from IE base *smēi-, *smī- (= to carve, cut). (See ‘smith’ in my CEDEL). Arab. ’izmīl (= shoe-knife) is a Syr. loan word.]"
Jastrow 980,σμαράγδιον,"אִזְמַרְגַּד,  אִזְמַרְגְּדָא,  אִזְמַרְגְּדִין,  (אִזְמַרְגְּזִין,  אִזְמְרַגְדִּין)","(σμάραγδος, σμαράγδιον) emerald, a jewel (also colored crystal; v. זמרגד a. זמרגדין).  Targ. Job. XLII, 13. Targ. O. Ex. XXVIII, 18 (Targ. Y. ib. אִזְמֹורַד); a. e. Ex. R. s. 38, end אִסְמַרַגְדִּין."
Jastrow 980,σμάραγδος,"אִזְמַרְגַּד,  אִזְמַרְגְּדָא,  אִזְמַרְגְּדִין,  (אִזְמַרְגְּזִין,  אִזְמְרַגְדִּין)","(σμάραγδος, σμαράγδιον) emerald, a jewel (also colored crystal; v. זמרגד a. זמרגדין).  Targ. Job. XLII, 13. Targ. O. Ex. XXVIII, 18 (Targ. Y. ib. אִזְמֹורַד); a. e. Ex. R. s. 38, end אִסְמַרַגְדִּין."
Klein 776,ἄτομος (atomos),אָטוֹם,"atom. FW [Ultimately from Gk. atomos (= atom), properly ‘uncut, indivisible’, from privative pref. a- and tomos, from temnein (= to cut), which derives from IE base *tem-, *tm (= to cut). cp. ‘tome’ in my CEDEL. cp. also the second element in אֲנָטוֹמֽיָה.]"
Klein 781,ὀθόνη (othone),אֵטוּן,"thread, yarn, cord. [Of uncertain etymology. It is possibly a loan word from Egypt. ’dmy (= linen of red color). Gk. othone (= fine white linen), is prob. borrowed from Heb.]"
Klein 793,ἐτυμολογία (etymologia),אֶטִימוֹלוֹגְיָה,"etymology. FW [Ultimately from Gk. etymologia, properly ‘the study of the true sense of a word’, compounded of etymon (= the true sense of a word according to its origin), properly neuter of etymos (= true), and - logia. See □לוֹגְיָה.]"
Jastrow 1080,ἕτοιμος,"אֱטִימוֹס,  אִיטִימוֹס","(ἕτοιμος) present, ready.  Targ. Y. Num. XI, 26; a. fr.—Gen. R. s. 48 it does not read עומד (standing) but נצב (placed on his post), i.e. אט' ready (to proceed). Cant. R. to II, 9 אי'. Gen. R. s. 100."
